_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
,,,07 3211 5277,,"100 Mary Street,Brisbane, QLD 4000",Beauty & Skin,7496,TREND S,,"<p class=""details"">我们的服务：剪发、烫发、染发、发型设计、接发、头皮疗法、化妆、婚礼装扮、美甲、美脚、面部除毛。<br>
七天营业：<br>
周一至周五10am - 9pm<br>
周六、周日10am - 7pm<br><br></p>"
,,,（07）3216 9294,,"level 1,Times Square,250 McCullough St,Sunnybank, QLD 4109",Beauty & Skin,7170,JA-EE Hair,,"<p class=""details"">星期一到星期六9.00am - 6.30pm<br>
星期天9.30am - 5:30pm<br><br></p>"
,,,0433 993 690,,"MAKO ST, RUNCORN QLD 4113",Beauty & Skin,6144,REVIVAL BEAUTY SKINCARE,,"<p class=""details"">细腻肌肤，从这里开始。<br><br></p>"
,,,0432 722 062,,"28 Alan Cres, Eight Mile Plains ,QLD 4113",Beauty & Skin,6064,Kitty's Nails 美甲概念馆,,"<p class=""details"">美甲，焗油，彩绘。<br><br></p>"
,,,0421 960 037,,"15 lemon st, runcorn QLD 4113",Beauty & Skin,6121,Winniebeauty,,"<p class=""details"">肌肤保养美容。<br><br></p>"
,,,0414 133 552,,"Nettleton Crescent, Moorooka QLD 4105",Beauty & Skin,6136,MJ 美容小屋,,"<p class=""details"">由从业多年专业美容师提供个性化肌肤护理。我们的宗旨是提供专业美容护肤，让顾客更健康，美丽，自信！<br><br></p>"
,,,0425 567 228,,Robina，QLD 4226,Beauty & Skin,6152,黄金海岸美容,,"<p class=""details"">美发美容，肌肤呵护。<br><br></p>"
,,,07 5593 1628 / 0425 567 228,,"Shop 2, 113 Laver Drive, Robina QLD 4226",Beauty & Skin,6028,Robina 美容院,,"<p class=""details"">脸部保养，肌肤美容， 彩光去痘。<br><br></p>"
,,,07 3345 7889,,"7 Zamia St, Sunnybank QLD 4109",Beauty & Skin,6030,Amore 化妆品及面部护理,,"<p class=""details"">面部护理，多款国际护肤品牌。<br><br></p>"
,,,07 3344 1145,,"Suite 113B, 250 McCullough St, Sunnybank QLD 4109",Beauty & Skin,5989,Natural Beauty Skin Care,,"<p class=""details"">保养肌肤，体现自然之美。<br><br></p>"
,hairbne@hotmail.com,,07 3012 8978,http://www.ryotahair.com,"upper ground floor,105 Albert St,Brisbane, QLD 4000",Beauty & Skin,7279,Ryota Hair Design,,"<p class=""details"">Mon -Sat:11:00 - 7:00/Sun:11:00 - 6:00<br><br></p>"
,,,0451 531 889,,"Brisbane, QLD 4000",Beauty & Skin,7390,ISLA MARKEUP,,"<p class=""details"">新娘妆发，时尚，误会，面试<br><br></p>"
